Date : 2021-06-04 23:57:47
Directory : /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0
Total : 782 files,  61916 codes, 26769 comments, 12868 blanks, all 101553 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/example/package-info.java                                | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/package-info.java                                        | Java         |          1 |         28 |          1 |         30 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/ConfidencePredictingSequenceModel.java          | Java         |         48 |         50 |         14 |        112 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/LabelSequenceEvaluation.java                    | Java         |        176 |         37 |         41 |        254 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/LabelSequenceEvaluator.java                     | Java         |         69 |         25 |         15 |        109 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/example/SequenceDataGenerator.java              | Java         |        114 |         34 |         34 |        182 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/example/package-info.java                       | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/package-info.java                               | Java         |          1 |         19 |          1 |         21 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/DefaultFeatureExtractor.java            | Java         |         75 |         40 |         22 |        137 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/LabelFeatureExtractor.java              | Java         |         11 |         24 |          7 |         42 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/NoopFeatureExtractor.java               | Java         |         22 |         20 |         10 |         52 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/ViterbiModel.java                       | Java         |        151 |         43 |         35 |        229 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/ViterbiTrainer.java                     | Java         |         97 |         42 |         22 |        161 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/ViterbiTrainerOptions.java              | Java         |         23 |         18 |          9 |         50 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/main/java/org/tribuo/classification/sequence/viterbi/package-info.java                       | Java         |          1 |         19 |          1 |         21 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/test/java/org/tribuo/classification/TestLabelEvaluationUtil.java                             | Java         |        143 |         15 |         23 |        181 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/test/java/org/tribuo/classification/Utils.java                                               | Java         |         27 |         15 |          9 |         51 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/test/java/org/tribuo/classification/baseline/TestDummyClassifier.java                        | Java         |         42 |         15 |         11 |         68 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/test/java/org/tribuo/classification/evaluation/ConfusionMetricsTest.java                     | Java         |         31 |         15 |         11 |         57 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/test/java/org/tribuo/classification/evaluation/EvaluationAggregationTests.java               | Java         |        189 |         34 |         52 |        275 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/test/java/org/tribuo/classification/evaluation/LabelConfusionMatrixTest.java                 | Java         |         51 |         15 |         15 |         81 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/test/java/org/tribuo/classification/evaluation/LabelEvaluatorTest.java                       | Java         |        181 |         15 |         29 |        225 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/test/java/org/tribuo/classification/evaluation/TestUtils.java                                | Java         |         27 |         15 |          6 |         48 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/test/java/org/tribuo/classification/sequence/viterbi/DefaultOutcomeFeatureExtractorTest.java | Java         |         36 |         15 |         14 |         65 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Core/src/test/java/org/tribuo/classification/sequence/viterbi/ViterbiModelTest.java                   | Java         |         23 |         15 |         10 |         48 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/configs/cart-example.xml                                                                 | XML          |         11 |         19 |          4 |         34 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/pom.xml                                                                                  | XML          |         78 |         15 |          3 |         96 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/CARTClassificationOptions.java             | Java         |         56 |         18 |         12 |         86 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/CARTClassificationTrainer.java             | Java         |         60 |         51 |         13 |        124 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/TrainTest.java                             | Java         |         31 |         18 |         10 |         59 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impl/ClassifierTrainingNode.java           | Java         |        200 |         56 |         31 |        287 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impl/InvertedFeature.java                  | Java         |        190 |         49 |         27 |        266 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impl/TreeFeature.java                      | Java         |         98 |         49 |         26 |        173 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impl/package-info.java                     | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impurity/Entropy.java                      | Java         |         24 |         18 |          9 |         51 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impurity/GiniIndex.java                    | Java         |         22 |         18 |          9 |         49 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impurity/LabelImpurity.java                | Java         |         79 |         53 |         31 |        163 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/impurity/package-info.java                 | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/main/java/org/tribuo/classification/dtree/package-info.java                          | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/test/java/org/tribuo/classification/dtree/TestCART.java                              | Java         |         73 |         15 |         15 |        103 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/DecisionTree/src/test/java/org/tribuo/classification/dtree/TestClassificationEnsembles.java           | Java         |        109 |         18 |         18 |        145 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/configs/adaboost-example.xml                                                              | XML          |         16 |         19 |          6 |         41 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/configs/bagging-example.xml                                                               | XML          |         18 |         19 |          7 |         44 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/configs/random-forest-example.xml                                                         | XML          |         18 |         19 |          7 |         44 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/pom.xml                                                                                   | XML          |         91 |         15 |          2 |        108 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/AllTrainerOptions.java                | Java         |         83 |         18 |         13 |        114 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/ConfigurableTrainTest.java            | Java         |        147 |         28 |         26 |        201 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/RunAll.java                           | Java         |        100 |         18 |         15 |        133 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/Test.java                             | Java         |        184 |         31 |         18 |        233 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/TrainTest.java                        | Java         |         28 |         18 |          9 |         55 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/src/main/java/org/tribuo/classification/experiments/package-info.java                     | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Experiments/src/main/resources/org/tribuo/classification/experiments/runall.xml                       | XML          |         75 |         38 |         21 |        134 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/pom.xml                                                                                  | XML          |        111 |         15 |          4 |        130 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/ColumnarExplainer.java              | Java         |          9 |         25 |          7 |         41 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/Explanation.java                    | Java         |         12 |         30 |          9 |         51 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/TabularExplainer.java               | Java         |          7 |         23 |          6 |         36 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/TextExplainer.java                  | Java         |          7 |         24 |          6 |         37 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/LIMEBase.java                  | Java         |        221 |        135 |         48 |        404 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/LIMEColumnar.java              | Java         |        293 |         95 |         41 |        429 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/LIMEExplanation.java           | Java         |         42 |         38 |         15 |         95 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/LIMEText.java                  | Java         |         83 |         61 |         24 |        168 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/LIMETextCLI.java               | Java         |        172 |         23 |         41 |        236 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/lime/package-info.java              | Java         |          1 |         22 |          1 |         24 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/main/java/org/tribuo/classification/explanations/package-info.java                   | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/test/java/org/tribuo/classification/explanations/lime/LIMEColumnarTest.java          | Java         |        233 |         28 |         50 |        311 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/Explanations/src/test/java/org/tribuo/classification/explanations/lime/MNISTDemo.java                 | Java         |         52 |         25 |         15 |         92 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/configs/liblinear-example.xml                                                               | XML          |         12 |         19 |          6 |         37 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/pom.xml                                                                                     | XML          |         67 |         15 |          4 |         86 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/src/main/java/org/tribuo/classification/liblinear/LibLinearClassificationModel.java         | Java         |        192 |         64 |         25 |        281 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/src/main/java/org/tribuo/classification/liblinear/LibLinearClassificationTrainer.java       | Java         |        108 |         48 |         19 |        175 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/src/main/java/org/tribuo/classification/liblinear/LibLinearOptions.java                     | Java         |         22 |         18 |         10 |         50 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/src/main/java/org/tribuo/classification/liblinear/LinearClassificationType.java             | Java         |         50 |         50 |         17 |        117 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/src/main/java/org/tribuo/classification/liblinear/TrainTest.java                            | Java         |         34 |         18 |          9 |         61 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/src/main/java/org/tribuo/classification/liblinear/package-info.java                         | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/src/test/java/org/tribuo/classification/liblinear/TestLibLinearModel.java                   | Java         |        234 |         23 |         38 |        295 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/src/test/scripts/generate-model.sh                                                          | Shell Script |          7 |          1 |          4 |         12 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibLinear/src/test/scripts/generate_test_data.py                                                      | Python       |         50 |         15 |          7 |         72 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/configs/libsvm-example.xml                                                                     | XML          |         16 |         19 |          6 |         41 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/pom.xml                                                                                        | XML          |         68 |         15 |          2 |         85 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/src/main/java/org/tribuo/classification/libsvm/LibSVMClassificationModel.java                  | Java         |         96 |         46 |         11 |        153 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/src/main/java/org/tribuo/classification/libsvm/LibSVMClassificationTrainer.java                | Java         |        106 |         38 |         14 |        158 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/src/main/java/org/tribuo/classification/libsvm/LibSVMOptions.java                              | Java         |         31 |         18 |          7 |         56 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/src/main/java/org/tribuo/classification/libsvm/SVMClassificationType.java                      | Java         |         47 |         32 |         16 |         95 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/src/main/java/org/tribuo/classification/libsvm/TrainTest.java                                  | Java         |         40 |         18 |          9 |         67 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/src/main/java/org/tribuo/classification/libsvm/package-info.java                               | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/src/test/java/org/tribuo/classification/libsvm/TestLibSVM.java                                 | Java         |        236 |         22 |         36 |        294 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/src/test/scripts/generate-model.sh                                                             | Shell Script |          8 |          1 |          4 |         13 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/LibSVM/src/test/scripts/generate_test_data.py                                                         | Python       |         50 |         15 |          8 |         73 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/MultinomialNaiveBayes/configs/mnb-example.xml                                                         | XML          |          6 |         19 |          4 |         29 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/MultinomialNaiveBayes/pom.xml                                                                         | XML          |         68 |         15 |          4 |         87 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/MultinomialNaiveBayes/src/main/java/org/tribuo/classification/mnb/MultinomialNaiveBayesModel.java     | Java         |        111 |         34 |         16 |        161 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/MultinomialNaiveBayes/src/main/java/org/tribuo/classification/mnb/MultinomialNaiveBayesOptions.java   | Java         |         11 |         18 |          7 |         36 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/MultinomialNaiveBayes/src/main/java/org/tribuo/classification/mnb/MultinomialNaiveBayesTrainer.java   | Java         |         82 |         28 |         21 |        131 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/MultinomialNaiveBayes/src/main/java/org/tribuo/classification/mnb/TrainTest.java                      | Java         |         28 |         18 |          9 |         55 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/MultinomialNaiveBayes/src/main/java/org/tribuo/classification/mnb/package-info.java                   | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/MultinomialNaiveBayes/src/test/java/org/tribuo/classification/mnb/TestMNB.java                        | Java         |         72 |         15 |         15 |        102 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/configs/crf-example.xml                                                                           | XML          |         17 |         19 |          6 |         42 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/configs/logistic-example.xml                                                                      | XML          |         20 |         19 |          8 |         47 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/pom.xml                                                                                           | XML          |         76 |         15 |          4 |         95 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/LabelObjective.java                                   | Java         |         12 |         35 |          8 |         55 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/TrainTest.java                                        | Java         |         29 |         18 |          8 |         55 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/Util.java                                             | Java         |        121 |         83 |         13 |        217 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/crf/CRFModel.java                                     | Java         |        191 |         84 |         34 |        309 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/crf/CRFOptions.java                                   | Java         |         19 |         22 |         11 |         52 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/crf/CRFParameters.java                                | Java         |        165 |         75 |         31 |        271 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/crf/CRFTrainer.java                                   | Java         |        154 |         68 |         31 |        253 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/crf/ChainHelper.java                                  | Java         |        202 |         71 |         22 |        295 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/crf/Chunk.java                                        | Java         |         12 |         18 |          5 |         35 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/crf/SeqTest.java                                      | Java         |        141 |         25 |         19 |        185 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/crf/package-info.java                                 | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/kernel/KernelSVMModel.java                            | Java         |         78 |         30 |         13 |        121 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/kernel/KernelSVMOptions.java                          | Java         |         59 |         28 |          8 |         95 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/kernel/KernelSVMTrainer.java                          | Java         |        158 |         56 |         32 |        246 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/kernel/TrainTest.java                                 | Java         |         23 |         22 |          8 |         53 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/kernel/package-info.java                              | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/linear/LinearSGDModel.java                            | Java         |        125 |         28 |         21 |        174 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/linear/LinearSGDOptions.java                          | Java         |         40 |         25 |         10 |         75 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/linear/LinearSGDTrainer.java                          | Java         |        165 |         62 |         31 |        258 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/linear/LogisticRegressionTrainer.java                 | Java         |         11 |         23 |          6 |         40 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/linear/package-info.java                              | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/objectives/Hinge.java                                 | Java         |         61 |         42 |         13 |        116 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/objectives/LogMulticlass.java                         | Java         |         35 |         32 |         10 |         77 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/objectives/package-info.java                          | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/main/java/org/tribuo/classification/sgd/package-info.java                                     | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/test/java/org/tribuo/classification/sgd/crf/CRFTrainerTest.java                               | Java         |         46 |         15 |         12 |         73 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/test/java/org/tribuo/classification/sgd/kernel/TestSGDKernel.java                             | Java         |         68 |         15 |         15 |         98 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/SGD/src/test/java/org/tribuo/classification/sgd/linear/TestSGDLinear.java                             | Java         |         84 |         16 |         15 |        115 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/XGBoost/configs/xgboost-example.xml                                                                   | XML          |         13 |         19 |          4 |         36 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/XGBoost/pom.xml                                                                                       | XML          |         73 |         15 |          3 |         91 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/XGBoost/src/main/java/org/tribuo/classification/xgboost/TrainTest.java                                | Java         |         23 |         22 |          9 |         54 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/XGBoost/src/main/java/org/tribuo/classification/xgboost/XGBoostClassificationConverter.java           | Java         |         61 |         18 |         14 |         93 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/XGBoost/src/main/java/org/tribuo/classification/xgboost/XGBoostClassificationTrainer.java             | Java         |         77 |         66 |         17 |        160 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/XGBoost/src/main/java/org/tribuo/classification/xgboost/XGBoostOptions.java                           | Java         |         37 |         18 |          5 |         60 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/XGBoost/src/main/java/org/tribuo/classification/xgboost/package-info.java                             | Java         |          1 |         18 |          1 |         20 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/XGBoost/src/test/java/org/tribuo/classification/xgboost/TestXGBoost.java                              | Java         |        169 |         22 |         26 |        217 |
| /home/francesco/Scrivania/UniPD-IdS-HW2/project/tribuo-4.0.0/Classification/XGBoost/src/test/java/org/tribuo/classification/xgboost/TestXGBoostExternalModel.java                 | Java         |         65 |         18 |         13 |         96 |
